_ROW,_FIVETRAN_SYNCED,SURVEY_ID,GROUP_NAME,FILTER_ID,CRITERIA,NAME,COUNT,SURVEY_LABEL,READ_ONLY,ID
627,2025-11-04 14:04:30,373075,Site All Hits,22475079,q4 in (select bannerid from adServerBanners where campaignid=78558 and site=29217) or (Q2 like '%12487225%' or Q2 like '%12487226%' or Q2 like '%12487227%' or Q2 like '%12487228%' or Q2 like '%12487229%' or Q2 like '%12487230%'),RTS (US),89,HISPANIC,FALSE,22475079
332,2025-11-04 14:04:30,374821,Creative,24969078,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727295)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727295)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727295)
		)
	)
))",Theme - Marketplace,1627,CORE,FALSE,24969078
25,2025-11-04 14:04:30,374821,Delivery Item,22228253,"(substring(Q232,3,1)='2')","Packaged Food & Non-Alcoholic Beverages (e.g., chips, candy, soda, water, etc.)",15249,CORE,FALSE,22228253
179,2025-11-04 14:04:30,374821,Creative,24968924,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727311)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727311)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727311)
		)
	)
))",Creative Publisher - Spotify,0,CORE,FALSE,24968924
648,2025-11-04 14:04:30,373075,Site,25000309,(Q4 = '12600804'),Amazon Mobile (DE),0,HISPANIC,FALSE,25000309
616,2025-11-04 14:04:30,373075,Site All Hits,23784080,q4 in (select bannerid from adServerBanners where campaignid=78558 and site=28361) or (Q2 like '%12594449%' or Q2 like '%12594450%' or Q2 like '%12594455%' or Q2 like '%12594456%' or Q2 like '%12596301%' or Q2 like '%12662011%'),Facebook Consented (Meta DI) (US),11,HISPANIC,FALSE,23784080
11,2025-11-04 14:04:30,374821,Last Delivery,22228239,(Q230=1),Within the past 1-2 weeks,5352,CORE,FALSE,22228239
630,2025-11-04 14:04:30,373075,Site All Hits,24594487,"q4 in (select bannerid from adServerBanners where campaignid=78558 and site=3169) or ID IN (select id from answers373075 cross apply [SQL#].[String_Split4k](Q2, ',', 2) SplitTable cross apply [SQL#].[String_Split4k](SplitTable.SplitVal, '-', 2) bannerid where bannerid.SplitNum = 1 and bannerid.SplitVal in ( select value from dbo.surveyfilterelements WHERE surveyfilterelements.filterid=24594487 and type='in-clause' and surveyfilterelements.question='Q2' ) )",Yelp Non DI (US),4,HISPANIC,FALSE,24594487
457,2025-11-04 14:04:30,373075,Creative,24878532,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724313)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724313)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724313)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878532 and type='mapctrlbanner'))))",Size/Length - 6s,1105,HISPANIC,TRUE,24878532
203,2025-11-04 14:04:30,374821,Creative,24968948,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727429)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727429)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727429)
		)
	)
))",Placement Publisher - Amazon CTV (US),49,CORE,FALSE,24968948
344,2025-11-04 14:04:30,374821,Site All Hits,25033369,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=25485) or (Q2 like '%12616081%' or Q2 like '%12690015%'),Amazon (AU),0,CORE,FALSE,25033369
619,2025-11-04 14:04:30,373075,Site All Hits,23784084,q4 in (select bannerid from adServerBanners where campaignid=78558 and site=28362) or (Q2 like '%12594457%'),Meta Audience Network Consented (Meta DI) (US),10,HISPANIC,FALSE,23784084
247,2025-11-04 14:04:30,374821,Creative,24968992,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727389)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727389)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727389)
		)
	)
))",Placement Publisher - siriusxm.com,0,CORE,FALSE,24968992
475,2025-11-04 14:04:30,373075,Creative,24878550,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724366)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724366)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724366)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878550 and type='mapctrlbanner'))))",Theme - Naptime Hispanic,1098,HISPANIC,TRUE,24878550
352,2025-11-04 14:04:30,374821,Site All Hits,25033285,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=22782) or (Q2 like '%12442064%' or Q2 like '%12453998%' or Q2 like '%12593791%' or Q2 like '%12595491%'),Amazon CTV  (DE),0,CORE,FALSE,25033285
380,2025-11-04 14:04:30,374821,Site,25033273,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=22777),Amazon CTV (CA),0,CORE,FALSE,25033273
19,2025-11-04 14:04:30,374821,Delivery Category,22228247,"(substring(Q231,2,1)='2')","Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",16569,CORE,FALSE,22228247
454,2025-11-04 14:04:30,373075,Creative,24878529,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724298)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724298)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724298)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878529 and type='mapctrlbanner'))))",Size/Length - 30s,2803,HISPANIC,TRUE,24878529
187,2025-11-04 14:04:30,374821,Creative,24968932,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727209)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727209)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727209)
		)
	)
))",Format - DIS,5972,CORE,FALSE,24968932
336,2025-11-04 14:04:30,374821,Creative,24969082,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727234)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727234)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727234)
		)
	)
))",Theme - New Cx,3393,CORE,FALSE,24969082
460,2025-11-04 14:04:30,373075,Creative,24878535,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724300)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724300)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724300)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878535 and type='mapctrlbanner'))))",Size/Length - Custom,1275,HISPANIC,TRUE,24878535
23,2025-11-04 14:04:30,374821,Delivery Item,22228251,"(substring(Q232,1,1)='2')","Fresh Food & Produce  (e.g., meat, dairy, breads, fruit, etc.)",15994,CORE,FALSE,22228251
372,2025-11-04 14:04:30,374821,Site,25033384,(Q4 = '12691499'),Amazon (IN),0,CORE,FALSE,25033384
459,2025-11-04 14:04:30,373075,Creative,24878534,"(((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724310)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724310)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724310)
		)
	)
)) or ((Q4 in (select value from surveyfilterelements with(nolock) where filterid=24878534 and type='mapctrlbanner'))))",Size/Length - 970x250,857,HISPANIC,TRUE,24878534
368,2025-11-04 14:04:30,374821,Site,25033368,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=25485),Amazon (AU),0,CORE,FALSE,25033368
515,2025-11-04 14:04:30,373075,Ethnicity,21583691,"(substring(Q180,6,1)='2')",Hispanic,5268,HISPANIC,FALSE,21583691
376,2025-11-04 14:04:30,374821,Site,25033284,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=22782),Amazon CTV  (DE),0,CORE,FALSE,25033284
171,2025-11-04 14:04:30,374821,Creative,24968916,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727356)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727356)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727356)
		)
	)
))","Creative Publisher - Peacock, EyeQ",0,CORE,FALSE,24968916
633,2025-11-04 14:04:30,373075,Site,25000285,q4 in (select bannerid from adServerBanners where campaignid=78558 and site=5068),Amazon (CA),0,HISPANIC,FALSE,25000285
360,2025-11-04 14:04:30,374821,Site All Hits,25033268,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=19514) or (Q2 like '%12441847%' or Q2 like '%12453993%' or Q2 like '%12504834%' or Q2 like '%12593755%' or Q2 like '%12593936%' or Q2 like '%12687819%' or Q2 like '%12687891%'),Amazon Mobile (CA),0,CORE,FALSE,25033268
449,2025-11-04 14:04:30,373075,Creative,24878515,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724371)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724371)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724371)
		)
	)
))",Placement Targeting Tactic - Retargeting,0,HISPANIC,FALSE,24878515
7,2025-11-04 14:04:30,374821,Site All Hits,22175117,"q4 in (select bannerid from adServerBanners where campaignid=79821 and site=2432) or ID IN (select id from answers374821 cross apply [SQL#].[String_Split4k](Q2, ',', 2) SplitTable cross apply [SQL#].[String_Split4k](SplitTable.SplitVal, '-', 2) bannerid where bannerid.SplitNum = 1 and bannerid.SplitVal in ( select value from dbo.surveyfilterelements WHERE surveyfilterelements.filterid=22175117 and type='in-clause' and surveyfilterelements.question='Q2' ) )",Pandora Mobile (US),75,CORE,FALSE,22175117
473,2025-11-04 14:04:30,373075,Creative,24878548,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724359)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724359)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724359)
		)
	)
))",Theme - Max The last of us,0,HISPANIC,FALSE,24878548
356,2025-11-04 14:04:30,374821,Site All Hits,25033275,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=22777) or (Q2 like '%12441850%' or Q2 like '%12453996%' or Q2 like '%12493789%' or Q2 like '%12593758%' or Q2 like '%12593790%' or Q2 like '%12687820%' or Q2 like '%12687892%'),Amazon CTV (CA),0,CORE,FALSE,25033275
608,2025-11-04 14:04:30,373075,Site All Hits,25000290,q4 in (select bannerid from adServerBanners where campaignid=78558 and site=22778) or (Q2 like '%12509818%' or Q2 like '%12593930%' or Q2 like '%12594365%' or Q2 like '%12687815%' or Q2 like '%12688156%'),Amazon Tablet (CA),0,HISPANIC,FALSE,25000290
175,2025-11-04 14:04:30,374821,Creative,24968920,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727330)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727330)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727330)
		)
	)
))",Creative Publisher - Roku,2646,CORE,FALSE,24968920
632,2025-11-04 14:04:30,373075,Site,25000279,q4 in (select bannerid from adServerBanners where campaignid=78558 and site=27103),Amazon (BR),0,HISPANIC,FALSE,25000279
652,2025-11-04 14:04:30,373075,Site,25000317,(Q4 = '12642432'),Amazon Tablet (UK),0,HISPANIC,FALSE,25000317
523,2025-11-04 14:04:30,373075,"Frequency (1, 2-3, 4+)",21361288,Q3>=4,4+,1620,HISPANIC,FALSE,21361288
251,2025-11-04 14:04:30,374821,Creative,24968996,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727279)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727279)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727279)
		)
	)
))",Placement Publisher - Starglow Media Podcast (US),83,CORE,FALSE,24968996
182,2025-11-04 14:04:30,374821,Creative,24968927,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727322)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727322)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727322)
		)
	)
))",Creative Publisher - Twitch (US),356,CORE,FALSE,24968927
617,2025-11-04 14:04:30,373075,Site All Hits,21280990,q4 in (select bannerid from adServerBanners where campaignid=78558 and site=25224) or (Q2 like '%12358574%' or Q2 like '%12358575%'),Fubo.TV CTV (US),385,HISPANIC,FALSE,21280990
207,2025-11-04 14:04:30,374821,Creative,24968952,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727412)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727412)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727412)
		)
	)
))",Placement Publisher - CBS,733,CORE,FALSE,24968952
364,2025-11-04 14:04:30,374821,Site All Hits,25033282,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=22778) or (Q2 like '%12442063%' or Q2 like '%12453997%' or Q2 like '%12509819%' or Q2 like '%12593931%' or Q2 like '%12594366%' or Q2 like '%12687821%' or Q2 like '%12688157%'),Amazon Tablet (CA),0,CORE,FALSE,25033282
481,2025-11-04 14:04:30,373075,Creative,24878556,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724347)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724347)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724347)
		)
	)
))",Theme - Steam,0,HISPANIC,FALSE,24878556
468,2025-11-04 14:04:30,373075,Creative,24878543,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724349)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724349)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724349)
		)
	)
))",Theme - Give Yourself A Pass,0,HISPANIC,FALSE,24878543
3,2025-11-04 14:04:30,374821,Site All Hits,21968365,q4 in (select bannerid from adServerBanners where campaignid=79821 and site=27596) or (Q2 like '%12430986%'),EyeQ (US),3917,CORE,FALSE,21968365
12,2025-11-04 14:04:30,374821,Last Delivery,22228240,(Q230=2),Within the past 2-4 weeks,3228,CORE,FALSE,22228240
191,2025-11-04 14:04:30,374821,Creative,24968936,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers374821.id and bannerexposure.surveyid = 374821 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (727219)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers374821.id and creativeexposure.surveyid = 374821 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (727219)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers374821.id and placementexposure.surveyid = 374821 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (727219)
		)
	)
))",Format - VID,9584,CORE,FALSE,24968936
467,2025-11-04 14:04:30,373075,Creative,24878542,"((
 exists (
	select 1 from dbo.bannerexposure with (nolock) where  bannerexposure.respondentid = answers373075.id and bannerexposure.surveyid = 373075 and bannerexposure.bannerid  in 
		(
			select cast(element as int) from surveyfiltergroupelements with(nolock) where typeid = 1 and filtergroupid in (724341)
		)
	)
 or 
 exists (
	select 1 from dbo.creativeexposure with (nolock) where  creativeexposure.respondentid = answers373075.id and creativeexposure.surveyid = 373075 and creativeexposure.creativeid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 2 and filtergroupid in (724341)
		)
	)
 or 
 exists (
	select 1 from dbo.placementexposure with (nolock) where  placementexposure.respondentid = answers373075.id and placementexposure.surveyid = 373075 and placementexposure.placementid  in 
		(
			select element from surveyfiltergroupelements with(nolock) where typeid = 3 and filtergroupid in (724341)
		)
	)
))",Theme - DashPass Math,0,HISPANIC,FALSE,24878542
38,2025-11-04 14:04:30,374821,Past Brand Recency - Uber Eats,22228318,(Q235_2 in (1)),Once a week,4918,CORE,FALSE,22228318
